policy_number,claim_date,claim_amount
3695,8/24/2013,85416.9654
28953,4/9/2013,85332.48192
2185,12/11/2011,85330.85392
5209,12/24/2017,85322.99032
5419,1/20/2014,85306.82243
27614,2/23/2015,85301.47184
3577,1/13/2017,85291.68771
9889,4/19/2017,85253.22721
9446,12/3/2017,85247.49332
14488,2/3/2016,85230.43298
22477,9/13/2016,85198.71475
9539,4/7/2013,85158.67403
8968,6/7/2015,85146.66061
19783,6/22/2013,85136.70252
14930,9/15/2012,85136.17235
3877,8/16/2014,85118.78929
10976,6/5/2014,85089.6305
15028,3/11/2012,85067.64211
24970,6/4/2014,85032.39536
4834,6/13/2012,84993.33383
21088,2/3/2011,84992.4594
29031,9/11/2017,84954.90517
4007,6/29/2015,84953.57746
27647,5/11/2015,84773.99704
16477,4/26/2012,84738.05802
1208,12/7/2017,84716.53123
19380,3/19/2011,84711.34432
8095,2/26/2013,84701.6139
23684,5/28/2013,84662.31067
3399,8/3/2015,84649.88456
297,5/25/2015,84595.50277
8782,1/21/2017,84591.29018
24812,10/10/2014,84563.57855
19969,1/28/2011,84511.45934
2226,10/19/2017,84497.94646
4087,12/7/2017,84493.78192
29927,12/2/2014,84482.04711
13982,11/13/2015,84466.49973
28188,12/3/2017,84435.00544
19554,5/19/2011,84425.85071
23469,11/16/2011,84401.60162
28885,6/13/2013,84307.81914
27144,3/17/2011,84302.3662
5553,12/23/2012,84277.9604
28509,10/7/2016,84274.93099
26866,9/2/2012,84248.60035
28219,2/28/2013,84222.95724
15397,9/22/2015,84214.73586
5848,1/27/2015,84172.80949
3113,6/6/2017,84163.62222
74,7/24/2013,84145.99916
27237,8/31/2015,84103.74133
26003,1/3/2011,84096.43624
20150,10/16/2012,84093.58709
4335,3/14/2017,84072.06328
19718,11/18/2011,84065.48255
1223,1/5/2017,84063.82714
14922,4/26/2017,84034.39788
20676,2/16/2013,84007.98871
29157,7/9/2015,83999.68588
2544,11/8/2014,83973.07456
25130,2/16/2011,83932.16162
9133,9/13/2016,83923.62725
21118,7/31/2012,83914.39284
18658,11/23/2015,83904.6595
17592,10/21/2016,83900.88296
14260,3/10/2015,83878.47458
1140,11/8/2016,83824.85044
27,5/1/2012,83800.38586
10729,10/30/2016,83788.03391
21229,11/3/2015,83758.11122
14114,6/15/2015,83742.41649
8556,8/1/2017,83741.71016
13826,3/30/2011,83734.65941
18963,7/4/2016,83725.78915
19400,3/5/2015,83690.09377
9201,10/5/2015,83685.36356
228,5/7/2012,83656.02815
29082,1/27/2017,83640.35563
1353,2/27/2016,83598.24066
23713,10/6/2013,83553.07375
23085,11/13/2016,83550.75291
10611,8/30/2016,83532.11371
22990,7/3/2012,83510.59244
3759,7/1/2011,83473.59844
25389,6/17/2016,83434.69638
4065,3/23/2016,83361.311
9443,10/6/2017,83345.2337
9597,6/22/2013,83334.15777
230,5/26/2012,83328.53138
27614,5/23/2016,83323.21977
23418,5/20/2016,83307.31268
15505,10/8/2014,83297.88212
1088,7/29/2017,83260.29965
1825,7/19/2014,83247.36838
27706,8/30/2017,83244.41958
15974,12/25/2011,83227.31023
7207,1/20/2016,83201.84595
2227,1/24/2016,83197.97107
15701,8/27/2011,83168.6631
1183,6/21/2017,83142.8718
1983,12/8/2012,83101.47275
23812,2/5/2017,83065.63281
25570,5/19/2012,83058.45036
355,7/12/2015,83057.45708
18809,2/3/2016,83044.66301
12378,7/15/2015,83029.95681
968,5/30/2012,83014.01445
843,12/20/2015,82998.24073
23487,7/1/2012,82980.76864
26222,12/23/2017,82979.45404
19524,8/24/2017,82953.57373
25249,5/20/2016,82945.76494
27048,8/14/2011,82926.74071
17225,5/2/2015,82917.34782
24140,11/3/2014,82899.88576
26983,3/12/2015,82876.50523
14083,5/19/2012,82844.99355
14644,1/16/2015,82843.29626
29140,10/15/2017,82834.82139
9240,8/7/2012,82808.63089
26065,11/6/2014,82804.5334
3867,10/7/2013,82796.78584
7733,1/2/2012,82771.08444
22135,9/27/2014,82737.24544
7327,11/28/2016,82718.34622
22662,3/16/2012,82712.20046
24211,5/2/2014,82710.03882
1796,1/4/2013,82694.94559
3692,2/13/2015,82689.40253
16246,11/19/2017,82651.6948
21108,3/6/2016,82609.34573
25907,6/23/2012,82575.7179
12403,10/8/2013,82567.66775
12370,2/4/2016,82562.95631
3607,2/13/2011,82530.08553
12345,7/20/2014,82517.69772
10576,10/23/2014,82459.76482
17237,10/3/2015,82424.42676
13909,12/3/2014,82410.0863
15159,1/20/2015,82406.49271
14523,12/11/2013,82373.92475
19558,7/4/2012,82372.61949
6442,2/15/2017,82329.34053
16362,5/5/2011,82317.84686
29493,5/10/2012,82306.26253
7749,5/1/2017,82303.09215
5563,11/3/2013,82297.6861
11446,9/30/2015,82294.05534
28922,7/12/2014,82285.42502
9865,10/26/2013,82280.2702
18482,7/9/2013,82273.25429
24084,4/25/2011,82237.72277
21415,3/20/2016,82171.81528
17678,1/27/2017,82169.73269
340,12/25/2015,82158.20465
8601,8/7/2015,82139.80302
9261,6/6/2017,82132.76649
5467,10/12/2011,82123.97851
20321,7/3/2013,82121.45899
13593,5/14/2015,82111.92934
5728,6/25/2012,82088.13295
7025,10/25/2014,82086.75415
8346,6/29/2015,82038.76059
29031,5/29/2011,82032.84616
27884,7/25/2011,82014.44741
21045,9/26/2017,82006.11849
24829,3/29/2012,82004.05364
29913,3/31/2013,81979.43381
23924,7/27/2016,81934.96435
23118,1/13/2014,81920.53319
29061,12/5/2015,81912.09423
2107,7/19/2013,81879.76838
3456,6/2/2012,81822.65091
16833,6/25/2016,81790.99348
7113,7/14/2017,81770.38748
20540,9/3/2015,81742.7177
28218,4/1/2013,81650.78887
6615,5/5/2012,81635.42536
13435,12/4/2014,81616.41527
1612,1/8/2011,81569.84165
25400,9/7/2017,81506.48881
26008,12/20/2011,81468.93751
2351,5/7/2012,81463.07808
595,4/18/2012,81442.23994
9571,11/9/2011,81413.51473
24415,11/3/2012,81411.02576
9968,6/25/2017,81393.00446
18838,9/14/2015,81242.25755
1505,1/29/2013,81220.69737
20878,6/7/2013,81133.88941
9094,10/3/2017,81056.75737
19010,10/11/2017,81040.17461
1743,1/6/2016,81027.74212
23436,5/13/2016,81010.44797
24566,1/2/2013,80954.21447
25036,11/29/2014,80951.55878
7398,11/15/2014,80931.12163
4451,5/4/2016,80924.96906
12247,7/6/2012,80924.96645
15472,7/20/2016,80910.64391
16296,11/26/2011,80905.15523
16184,2/17/2013,80893.03566
16401,10/5/2014,80884.14469
7339,9/21/2015,80864.94543
5652,11/22/2012,80832.20628
13883,12/19/2011,80806.7422
27631,6/6/2016,80801.93096
23741,7/4/2011,80787.38136
25754,11/22/2011,80748.43365
28298,6/6/2017,80745.62262
10071,12/30/2011,80738.76519
18126,3/11/2012,80737.70215
24583,6/9/2015,80722.33165
4340,12/18/2016,80699.2573
3333,12/31/2011,80658.82696
15069,7/29/2013,80623.35022
11702,8/23/2017,80598.34798
24097,10/6/2011,80595.71877
16419,5/14/2012,80593.0516
20656,12/31/2013,80577.17958
26691,3/22/2011,80529.34447
22412,11/27/2012,80452.61955
25359,8/19/2014,80420.95853
2968,2/24/2016,80412.97814
16400,2/7/2016,80391.21469
14047,2/12/2015,80377.2822
14816,11/14/2017,80364.61922
26933,4/4/2013,80340.84273
16017,5/16/2014,80338.68708
7891,10/4/2015,80337.25873
6678,11/2/2013,80335.44438
10264,12/16/2012,80321.25977
471,2/15/2017,80315.56883
14575,10/6/2013,80295.74939
19382,3/7/2014,80290.36323
1732,9/26/2014,80192.81893
17961,10/2/2015,80177.72983
18471,11/28/2017,80161.47802
17153,6/28/2015,80135.28676
26910,7/8/2012,80078.29892
13696,9/30/2011,80063.46356
14461,8/19/2012,80062.16708
25772,12/7/2013,80025.10435
17340,7/9/2014,79992.53752
16261,6/20/2014,79974.14945
3538,6/25/2014,79916.56214
25063,3/30/2012,79895.24133
18723,6/6/2016,79880.61609
26424,12/28/2011,79824.86635
23211,8/4/2017,79790.02108
10691,11/5/2017,79779.62486
26830,12/18/2013,79749.03639
18977,4/26/2015,79744.11693
211,8/16/2012,79719.07072
28485,2/6/2016,79712.35582
14768,9/14/2016,79697.49545
9539,10/2/2014,79638.8026
8698,6/21/2017,79621.18372
24128,6/18/2017,79586.09011
11080,10/7/2016,79558.94844
16165,7/1/2011,79549.39337
10988,6/1/2015,79518.54614
13810,2/25/2013,79510.44374
9597,6/4/2016,79466.20579
26163,1/25/2011,79445.78593
19466,12/15/2014,79402.75248
8494,3/4/2012,79386.53572
22291,10/8/2013,79382.34439
22999,10/26/2014,79371.92352
16483,7/22/2012,79331.32078
27481,8/19/2017,79328.59785
23701,4/21/2013,79308.31635
5024,5/18/2014,79242.30649
18177,5/21/2016,79232.32794
24958,5/20/2016,79219.72531
15954,4/14/2014,79176.28957
17128,3/20/2014,79128.04766
18783,7/23/2014,79101.94097
1108,7/10/2014,79068.4046
6059,11/28/2012,79058.11378
4080,5/20/2016,79030.72054
27826,4/9/2013,79024.6625
1423,1/3/2012,78993.63342
4365,8/7/2017,78980.46691
14813,5/30/2015,78926.73402
24788,10/19/2016,78918.45975
25532,7/31/2013,78910.24116
1347,8/16/2011,78901.16634
13096,9/13/2014,78889.2883
1497,10/21/2012,78886.48189
28440,5/9/2014,78859.08883
2113,4/3/2016,78856.96807
5599,5/16/2011,78850.48736
26046,5/11/2014,78844.80835
28888,8/22/2012,78821.77702
19255,6/25/2013,78808.90964
4724,4/20/2016,78792.79784
22465,8/9/2016,78778.80138
16913,7/20/2013,78755.31385
17728,2/19/2012,78729.75101
29879,6/16/2014,78651.19194
18157,10/27/2017,78644.66027
18502,3/28/2013,78640.82421
14709,4/16/2012,78635.96961
18406,12/24/2011,78607.08201
29337,11/9/2015,78591.5215
22356,10/21/2012,78570.73656
16725,11/16/2016,78551.24689
17345,11/24/2012,78524.44513
23682,1/24/2015,78503.7733
14887,7/20/2014,78498.80003
27801,10/31/2013,78487.26031
23169,5/6/2017,78480.69171
25199,1/5/2011,78465.31804
9976,11/14/2014,78442.19272
15049,6/29/2011,78384.08358
15191,12/22/2017,78382.41549
8047,3/3/2011,78378.38453
1146,5/14/2017,78351.47439
6482,10/25/2011,78307.34994
11694,5/13/2013,78307.2866
23837,12/3/2014,78283.56062
17175,6/3/2011,78265.69747
20365,6/14/2013,78264.12151
24359,7/26/2015,78249.98368
2549,7/27/2017,78234.2185
2958,10/23/2012,78204.17885
22272,9/22/2016,78200.8569
11685,1/7/2015,78168.82981
8950,6/21/2012,78160.8239
2575,10/29/2015,78109.24885
24187,10/15/2015,78104.9962
28581,3/29/2012,78049.3138
28187,9/1/2017,78012.85832
9678,4/27/2015,77947.03969
25170,11/30/2011,77914.52075
6164,3/6/2012,77882.29863
8424,11/13/2016,77864.17577
28369,8/10/2012,77853.42981
6545,8/12/2015,77849.95401
27426,3/20/2015,77821.24473
1076,10/7/2013,77819.89491
16830,6/26/2017,77816.22025
25974,2/6/2017,77814.2014
11235,5/29/2013,77748.90685
21493,9/21/2013,77688.84151
16517,4/5/2011,77653.22862
14360,11/14/2012,77642.13016
22982,12/22/2011,77546.55507
12648,12/21/2017,77540.98339
29638,5/17/2015,77496.52187
1391,1/20/2017,77493.76722
7434,3/8/2016,77443.90721
15002,4/30/2015,77442.34712
16530,7/10/2017,77412.35097
11134,9/18/2013,77390.33438
16264,8/17/2016,77371.70046
20656,12/2/2016,77364.00975
20858,4/29/2011,77361.9197
25142,11/9/2015,77357.98452
11107,3/2/2012,77344.77916
29179,2/5/2017,77287.61219
6322,3/21/2017,77277.20282
6106,12/17/2012,77266.72318
23618,8/26/2011,77257.70266
22670,12/31/2012,77235.02393
14921,7/11/2015,77200.29165
21471,12/2/2016,77145.60403
3811,1/8/2014,77134.33659
5761,9/20/2011,77060.67905
16250,7/5/2011,77036.25967
2094,5/11/2016,77004.74631
1946,9/3/2016,76982.4861
6280,3/26/2014,76975.19268
19324,3/11/2013,76918.24728
4449,2/18/2012,76852.95707
21117,1/26/2013,76810.04084
10588,7/9/2012,76809.5397
27707,6/23/2012,76802.67936
8391,10/19/2015,76774.18618
27376,10/26/2012,76770.60326
15405,4/23/2014,76755.5158
9230,11/29/2011,76717.53944
18152,2/26/2013,76713.39761
371,3/28/2011,76681.78237
28829,4/7/2015,76621.63625
23030,8/22/2013,76604.59153
25325,3/7/2013,76596.77202
26486,1/21/2011,76546.39052
13163,10/13/2011,76503.62876
13991,1/22/2011,76466.35978
18963,9/22/2012,76411.75739
23879,5/3/2016,76381.07678
29067,5/25/2016,76365.47487
20346,4/27/2012,76333.88078
23424,8/14/2012,76275.62689
16430,2/24/2013,76273.22715
7042,2/15/2017,76266.96176
2052,6/10/2013,76266.82509
25510,7/2/2013,76254.58478
20253,12/15/2017,76172.51805
8426,4/20/2011,76128.44458
19726,12/13/2012,76051.3825
21396,2/25/2015,76041.52935
4192,1/1/2017,76030.18254
9231,3/15/2016,75980.90466
23993,4/7/2012,75977.4188
14321,4/6/2012,75953.3855
16051,1/20/2014,75849.93497
20963,5/6/2015,75789.69506
25453,6/7/2013,75772.68266
17631,2/29/2016,75769.49802
17986,12/25/2015,75750.70857
6164,10/18/2013,75696.44321
26744,11/12/2016,75565.45863
25035,8/10/2012,75486.15587
16911,2/28/2015,75482.01009
6160,3/19/2016,75471.09374
11079,10/15/2014,75469.91062
12549,7/8/2011,75469.08882
2741,3/23/2012,75461.4589
8539,4/27/2011,75448.89656
15287,7/31/2016,75435.98771
20281,4/11/2012,75422.95573
2098,2/10/2015,75414.93539
28911,2/28/2014,75399.21302
21308,1/6/2015,75354.65244
27945,5/2/2013,75322.13479
14512,12/19/2014,75307.10781
11971,5/26/2012,75289.95943
18812,6/3/2012,75273.37274
29783,4/20/2011,75251.94519
6942,12/12/2015,75243.90402
3363,2/12/2016,75213.99918
16818,4/20/2017,75185.63724
11952,7/27/2013,75138.3128
11183,3/17/2015,75112.97813
12152,7/5/2015,75084.17559
1367,12/1/2014,75083.65482
18015,1/12/2015,75063.0927
22974,9/25/2011,75005.04664
23005,3/7/2016,74973.86421
17511,1/5/2015,74963.49683
5085,7/29/2012,74955.04581
2395,10/20/2015,74902.00039
8281,6/26/2016,74846.49275
6483,7/23/2016,74828.17058
3477,4/4/2015,74801.18993
21600,3/14/2011,74793.37065
20769,4/2/2016,74777.20492
13560,12/3/2013,74747.55404
25689,9/9/2011,74742.04569
551,11/5/2012,74693.19909
9361,3/10/2012,74646.87105
12395,9/23/2017,74607.45567
13401,9/21/2013,74593.62656
21786,2/15/2012,74590.56752
26854,8/23/2013,74573.08695
14746,5/28/2012,74569.26664
1788,7/20/2015,74528.9416
14366,2/19/2015,74526.63644
1422,12/23/2015,74502.14914
20693,4/19/2011,74471.71448
3941,8/27/2011,74464.06713
4756,6/2/2016,74451.26401
15840,10/2/2017,74414.3566
14165,8/3/2011,74371.8714
16947,4/18/2011,74350.90518
19910,11/17/2011,74333.03402
19067,5/2/2011,74288.63076
12874,3/12/2012,74262.82518
21774,6/24/2013,74210.1314
916,7/29/2015,74203.57958
18555,2/17/2014,74196.01483
18723,3/7/2013,74181.16591
6125,7/11/2016,74165.93299
27979,8/19/2017,74165.22967
21071,1/13/2016,74160.05251
26245,11/6/2017,74110.34392
10988,10/30/2014,74094.9538
21774,12/2/2011,74094.36184
1146,8/15/2016,74078.22557
12378,8/29/2012,74064.42824
24867,9/13/2012,74012.40896
14637,5/22/2017,73981.04452
10544,10/3/2012,73973.93575
15725,8/13/2012,73877.60915
26535,12/1/2013,73872.10175
13618,12/22/2013,73865.56646
14131,8/10/2014,73859.74881
14374,9/18/2012,73832.09152
10588,3/4/2011,73806.58043
16419,12/1/2011,73789.26419
5278,3/23/2013,73703.8401
7596,2/12/2012,73692.22714
9391,4/27/2011,73646.1438
14291,3/1/2013,73626.9976
13877,6/24/2011,73598.6171
15098,5/24/2012,73566.54101
4087,4/13/2013,73541.01229
2592,6/27/2015,73512.00403
8138,6/11/2013,73499.67485
22743,8/25/2013,73485.81374
17640,3/29/2014,73432.52029
27990,1/31/2016,73380.01813
9796,10/1/2017,73372.71227
29534,8/28/2014,73354.62831
17412,2/2/2013,73350.72543
17894,12/9/2015,73349.75576
26915,4/13/2014,73267.8767
12984,1/30/2016,73246.94377
11977,12/27/2011,73190.01217
28289,4/14/2014,73188.06799
8063,3/17/2017,73161.64009
16705,10/28/2017,73156.71531
19840,10/30/2015,73137.90411
14252,12/10/2012,73121.27993
4191,4/9/2017,73092.51006
29123,12/21/2011,73077.26821
10026,6/7/2015,73045.64153
4848,12/18/2014,73036.46503
4371,12/9/2017,72987.68058
17930,8/19/2012,72974.62537
3664,5/1/2011,72971.15154
19476,2/21/2012,72923.44829
12885,8/26/2017,72859.40582
28336,6/17/2014,72809.99704
9542,12/24/2014,72798.93428
4187,1/31/2015,72773.06143
11285,9/28/2011,72771.52003
1960,4/21/2012,72755.59796
6742,8/26/2016,72752.0114
29306,8/24/2016,72750.51907
13941,6/23/2011,72708.87677
21949,9/8/2014,72705.84654
20289,9/1/2013,72614.06486
23704,3/3/2016,72610.0084
14000,7/4/2013,72574.09917
22986,12/25/2013,72563.61071
19275,5/20/2012,72551.76525
4218,8/11/2017,72549.98866
21360,10/1/2017,72545.68024
682,11/1/2017,72534.06944
17544,1/30/2016,72513.42164
34,8/8/2017,72503.16374
23797,8/22/2015,72501.0516
20742,6/25/2012,72492.97105
17173,9/10/2013,72434.10418
20777,5/13/2012,72411.75111
26313,3/27/2015,72391.94184
9722,3/12/2014,72382.62834
21707,12/24/2013,72371.88833
18177,5/17/2013,72369.48379
18829,7/15/2017,72324.28808
8415,9/23/2013,72314.66294
12957,9/3/2017,72303.97277
25247,11/6/2011,72289.24951
20101,1/3/2011,72265.03906
6742,1/29/2014,72254.52581
21203,6/1/2011,72240.21914
21082,3/17/2015,72226.16606
1911,1/5/2013,72206.30802
28591,10/23/2016,72193.5888
11305,4/22/2017,72186.04861
7940,3/9/2014,72176.37624
13495,1/6/2014,72173.35588
3738,10/28/2016,72161.27633
10760,3/12/2014,72148.06866
24309,11/22/2014,72105.07086
29599,7/24/2013,72072.06148
3602,6/12/2012,72061.97093
28393,11/8/2017,72034.09342
9508,4/19/2015,72025.18806
19258,4/15/2013,72002.09954
9024,7/27/2016,71968.74835
23210,5/23/2011,71954.79826
217,6/17/2016,71931.00799
10357,11/15/2015,71922.9966
10721,3/30/2016,71867.92064
1208,4/19/2015,71831.64326
26255,1/29/2013,71830.60913
5148,1/6/2015,71813.44597
15662,3/9/2015,71808.2305
18205,11/18/2012,71799.31106
15998,8/17/2012,71797.27982
29064,12/28/2014,71775.41534
3136,11/14/2012,71694.28297
18543,5/6/2015,71626.15491
21760,7/13/2011,71622.8934
2152,5/9/2013,71618.49373
18954,4/27/2012,71575.97995
9869,4/10/2014,71561.16011
9349,7/31/2017,71545.30714
4191,1/12/2014,71522.99771
14337,5/5/2016,71508.13179
19129,1/26/2014,71497.9008
14753,8/30/2011,71491.5757
2808,1/4/2011,71466.64205
4288,7/27/2015,71408.49596
24164,2/20/2017,71402.32884
9506,6/23/2016,71400.25346
26550,7/15/2015,71386.0468
19382,10/6/2012,71362.84236
1637,5/18/2013,71347.99559
9606,9/16/2011,71338.55776
9708,6/15/2017,71244.59793
2284,7/16/2014,71241.80547
24707,4/13/2016,71241.15389
15212,3/23/2016,71203.72207
23345,8/29/2015,71163.48419
7389,11/11/2013,71151.98311
9487,3/8/2011,71130.34754
23537,6/6/2015,71128.96278
15080,1/28/2015,71123.78274
17975,2/25/2017,71099.14193
29046,10/4/2017,71073.6428
9667,12/6/2015,71053.25005
29336,8/1/2015,71044.00457
2892,5/2/2017,71024.45529
17777,2/10/2013,70990.25742
15108,6/14/2017,70985.5472
16946,8/24/2011,70901.84584
13775,6/17/2014,70876.3591
17450,5/3/2011,70846.5057
1767,8/3/2013,70831.56436
22848,9/16/2016,70791.44271
367,10/5/2017,70774.26525
16350,3/4/2014,70721.94816
900,6/27/2014,70713.26337
12229,9/5/2015,70710.87241
13328,4/26/2014,70702.91947
13659,3/5/2011,70663.60707
15963,1/30/2017,70640.05154
22248,2/19/2012,70622.6131
18337,5/2/2012,70605.96137
29234,4/9/2017,70539.2793
27662,4/21/2016,70523.15225
12733,8/22/2014,70446.49326
17457,6/12/2016,70433.95969
11418,6/6/2013,70420.17471
25935,3/9/2013,70406.18956
23066,12/1/2016,70385.64746
25281,7/23/2011,70364.58071
12407,4/14/2016,70325.0694
22423,10/29/2015,70314.23598
19356,5/5/2011,70299.74373
7891,6/20/2016,70280.13161
12332,6/20/2013,70262.52548
9133,6/18/2017,70222.69182
16707,3/22/2013,70200.97258
25841,6/22/2016,70175.36456
22438,3/22/2011,70145.61098
23600,1/23/2013,70135.51088
17408,9/8/2016,70118.45499
23683,8/30/2011,70102.6362
15746,2/6/2014,70078.54371
12035,1/23/2017,70040.52417
28175,11/5/2016,70031.75908
13337,3/14/2017,70017.81898
22743,8/4/2012,70016.64228
22966,3/7/2011,69998.01888
1783,3/29/2014,69986.14861
3609,3/15/2014,69969.45321
9556,8/13/2012,69960.03258
8556,12/17/2012,69949.82379
8229,2/11/2013,69934.45079
22937,2/3/2013,69927.47315
22921,4/24/2011,69927.40996
14011,10/19/2012,69919.48294
14534,12/13/2014,69917.00806
14253,1/5/2012,69846.38068
18927,8/1/2016,69841.21034
16343,7/3/2012,69804.69536
29982,6/26/2011,69785.07996
20467,5/30/2014,69734.69944
23118,6/10/2011,69720.46507
2226,11/1/2014,69710.83061
9680,3/26/2014,69707.72011
22631,8/28/2015,69692.94544
29003,6/10/2012,69677.38387
6936,8/18/2015,69654.12795
19448,4/5/2013,69614.08527
3395,5/25/2016,69592.37645
12065,6/1/2011,69542.94362
2556,4/28/2016,69494.66146
1801,11/11/2014,69494.18799
3106,12/30/2017,69482.31542
9362,2/10/2015,69471.5123
20971,11/14/2015,69461.47324
140,9/22/2017,69453.94391
10925,3/21/2015,69450.7251
18380,4/27/2011,69411.08367
12411,6/21/2012,69408.52016
9149,8/31/2014,69323.93893
21995,10/5/2014,69319.50644
23631,8/27/2016,69290.16622
14491,12/29/2012,69266.26606
18895,2/1/2012,69258.27312
11034,6/5/2014,69244.76131
28519,11/13/2016,69235.22506
1262,1/14/2012,69195.09401
7012,11/11/2017,69167.75875
9145,12/1/2012,69130.12622
28722,9/16/2016,69123.63875
14785,11/14/2016,69101.99213
6819,10/16/2017,69078.2808
23461,12/28/2011,68959.72032
6160,11/10/2011,68911.94961
11393,10/7/2012,68873.44394
18781,4/14/2012,68859.70097
29820,11/1/2016,68849.59334
12229,6/25/2014,68841.08071
7160,5/15/2016,68814.69582
3187,1/10/2012,68802.46035
9676,12/28/2012,68771.43128
21275,12/4/2016,68762.75898
1938,3/21/2011,68729.35652
29351,2/6/2015,68663.3729
1495,6/1/2012,68644.0537
8257,12/3/2013,68637.50576
20197,9/3/2013,68621.15108
4437,8/2/2012,68570.159
3031,3/15/2016,68565.23923
12580,7/18/2016,68553.4786
4604,1/7/2012,68542.11588
29459,11/22/2011,68524.59177
69,8/22/2013,68516.87011
14350,10/4/2012,68432.93853
9098,1/5/2013,68393.38202
15336,11/4/2016,68346.09305
2358,3/24/2012,68321.32975
7828,8/7/2014,68313.72062
13135,6/13/2017,68305.39555
28634,11/10/2014,68266.85456
8760,9/12/2011,68248.60389
2226,2/4/2012,68180.99818
29493,3/28/2011,68129.6926
25023,3/31/2013,68101.97453
10287,3/14/2011,68003.69305
8628,11/21/2016,68003.67512
3224,9/18/2011,67934.77957
7539,11/20/2013,67913.57655
9265,2/12/2017,67816.22313
15210,7/24/2011,67779.71387
25921,5/20/2016,67760.23524
26568,3/30/2015,67738.82131
18157,8/25/2014,67706.14877
26241,11/11/2017,67642.15281
20371,2/18/2014,67638.611
21527,5/4/2011,67624.83204
25747,11/3/2011,67614.56295
323,3/8/2015,67606.67924
17216,3/22/2015,67595.63641
27357,10/28/2011,67569.45943
27903,12/27/2012,67564.96853
19670,4/24/2012,67555.07093
29801,6/19/2014,67505.28499
27303,10/18/2016,67500.88186
10204,12/20/2012,67418.0683
6261,5/27/2011,67354.81853
21766,5/1/2017,67328.71772
1641,12/10/2017,67278.45173
10841,5/20/2017,67217.00049
99,1/21/2017,67216.31732
27417,3/20/2014,67150.67947
23329,12/25/2012,67138.36697
8182,12/13/2016,67053.93338
22422,12/30/2011,67044.42186
25676,6/6/2015,67043.88451
27929,12/1/2015,67020.65077
19163,9/23/2012,66997.53932
7835,11/23/2011,66942.61357
20237,6/16/2012,66936.64488
26258,5/16/2012,66923.17016
12229,3/19/2016,66909.79608
19457,5/7/2014,66903.50275
19519,7/5/2014,66901.61016
4788,7/30/2011,66893.13887
18545,7/31/2015,66870.08806
15295,3/22/2014,66772.02009
20980,2/25/2016,66733.65609
7062,5/18/2013,66719.45049
5407,2/20/2017,66718.40761
17561,3/21/2011,66714.30486
1235,1/28/2014,66712.99023
16299,5/8/2014,66689.25524
18986,9/14/2015,66673.12371
9024,6/13/2014,66672.63207
17408,11/23/2017,66651.96578
8238,7/11/2016,66632.53401
24617,1/3/2015,66619.61183
8597,2/12/2017,66596.65419
12800,2/6/2012,66582.81975
17837,6/26/2016,66582.31974
27899,8/19/2016,66537.30109
13771,4/9/2015,66526.03167
15278,4/8/2017,66404.02752
12935,3/20/2014,66394.25439
15508,1/25/2013,66367.70767
19246,9/16/2015,66348.09295
27693,3/17/2015,66299.52297
29417,3/5/2012,66289.90975
11004,9/28/2014,66273.96817
25526,10/17/2013,66225.89139
9836,12/24/2012,66215.26779
1937,12/15/2011,66207.49145
11510,6/2/2015,66203.15614
14659,10/23/2011,66202.12683
14363,8/10/2016,66176.17426
14863,12/25/2011,66166.62399
14635,8/14/2015,66164.19988
17457,2/3/2015,66121.70528
17569,3/25/2013,66102.13309
5225,3/25/2017,66085.93463
2833,10/16/2016,66082.63853
8314,6/16/2015,66081.27266
23739,12/10/2017,66037.11324
20288,2/11/2014,66036.6863
22296,1/6/2013,66033.72209
505,1/20/2013,66018.82554
23748,10/4/2011,66005.67246
23909,7/1/2013,65993.19168
6099,6/15/2012,65990.73786
2973,12/31/2014,65965.17161
1498,8/22/2011,65918.48171
20857,2/9/2017,65860.13959
27434,9/4/2017,65857.05609
14374,5/26/2011,65855.21892
29443,3/28/2017,65845.99237
435,3/25/2016,65841.57471
13023,5/12/2016,65832.79224
6665,8/18/2013,65798.01305
14778,7/17/2013,65735.97607
12279,7/7/2015,65726.21585
13096,12/12/2017,65719.21562
24286,4/23/2012,65709.98649
21749,11/14/2016,65692.80903
24944,10/7/2017,65681.11058
15405,3/18/2012,65646.83125
28525,12/28/2014,65644.9972
29525,5/14/2015,65637.05967
1426,10/12/2017,65619.00693
14964,9/13/2012,65555.3778
21749,5/6/2013,65516.78112
8795,5/21/2017,65506.99985
5857,10/18/2011,65497.46413
21629,11/24/2011,65477.62886
18616,1/3/2017,65470.66255
18509,6/11/2017,65464.44379
3519,7/28/2011,65455.89505
1420,12/18/2011,65446.09802
11393,10/27/2017,65375.93613
27181,9/13/2017,65340.90843
28524,6/17/2014,65335.01262
11112,8/4/2014,65292.72512
7363,1/24/2012,65286.47238
10472,7/13/2012,65169.48861
24117,8/5/2013,65103.35768
4259,8/17/2015,65099.59531
11442,7/23/2014,65080.72281
6099,2/20/2013,65053.99921
23692,10/5/2013,64988.49464
12692,12/1/2015,64968.00113
24345,2/25/2016,64924.67589
10488,10/25/2011,64914.2979
6890,5/2/2014,64906.8206
9328,11/17/2016,64898.81817
11664,12/9/2016,64891.32212
17403,5/20/2017,64887.9363
25006,12/27/2017,64882.55293
13105,10/8/2013,64860.87894
8397,4/6/2013,64857.10018
12764,6/1/2017,64847.7483
14305,2/19/2014,64818.02587
